tweet_id,username,name,profile_picture,replies,retweets,likes,is_retweet,retweet_link,posted_time,content,hashtags,mentions,images,videos,tweet_url,link
1588128599630319616,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,102,817,8874,False,,2022-11-03T11:18:58+00:00,shark incoming!! ,[],[],['https://pbs.twimg.com/media/Fgk8MaJVIAAPWgL?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1588128599630319616,
1587899901962510336,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,109,734,6516,False,,2022-11-02T20:10:13+00:00,"Resident Evil Village DLC tonite!! 
dios mio.... 
https://youtu.be/OKFm4d20NJU",[],[],['https://pbs.twimg.com/media/FglZnZVXoAAfcjz?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1587899901962510336,
1587831914936893440,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,349,1672,18307,False,,2022-11-02T15:40:03+00:00,fishe ! ,[],[],['https://pbs.twimg.com/tweet_video_thumb/FgkctPVX0AIe46m.jpg'],['https://video.twimg.com/tweet_video/FgkctPVX0AIe46m.mp4'],https://twitter.com/gawrgura/status/1587831914936893440,
1587391525234712576,rojineco_nene,路地裏の猫,https://pbs.twimg.com/profile_images/1610286840657117185/3zaDG0c6_x96.jpg,48,2766,17761,True,https://twitter.com/rojineco_nene/status/1587391525234712576,2022-11-01T10:30:06+00:00,"猫耳ぐらちゃん
#gawrt #gawrgura ","['gawrt', 'gawrgura']",[],['https://pbs.twimg.com/media/FgeMLXmVEAEQHcX?format=jpg&name=medium'],[],https://twitter.com/rojineco_nene/status/1587391525234712576,
1587186743085785091,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,97,654,6162,False,,2022-10-31T20:56:22+00:00,"Faith: Unholy Trinity tonite! 

https://youtu.be/a4DrJVovnls",[],[],['https://pbs.twimg.com/media/FgbQaNnWIAIg2KP?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1587186743085785091,
1586820719358267392,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,128,1045,10089,False,,2022-10-30T20:41:55+00:00,"Gura's Goblin kitchen is soon open! Somebody call the health inspector!  
https://youtu.be/diW3LFhYj4E",[],[],['https://pbs.twimg.com/media/FgWEf-lXgAMo4tp?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1586820719358267392,
1586447658071138304,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,271,800,12000,False,,2022-10-29T19:59:31+00:00,"hii , change of plans guys;
I’m gonna move RE DLC to monday or wednesday instead and get some early sleep today—

a holoEN project i was in will premiere tonite, so u still get some gooba today 
i will see you tomorrow!!",[],[],[],[],https://twitter.com/gawrgura/status/1586447658071138304,
1586145610436050944,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,56,490,5487,False,,2022-10-28T23:59:17+00:00,startin soon !!!,[],[],['https://pbs.twimg.com/media/FgLiRPXXkAgc4Qy?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1586145610436050944,
1586120113593327616,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,31,516,5680,False,,2022-10-28T22:17:58+00:00,"silly time with nature, time and owl !!! now !!",[],[],['https://pbs.twimg.com/media/FgLffktUcAAWpZF?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1586120113593327616,
1586079361047793664,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,78,672,6247,False,,2022-10-28T19:36:02+00:00,"trying the new outlast game tonite! 
https://youtu.be/cP0nbodPoME",[],[],['https://pbs.twimg.com/media/FgLiRPXXkAgc4Qy?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1586079361047793664,
1585734692527276032,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,97,739,6626,False,,2022-10-27T20:46:26+00:00,"Night of the Living Dead!
public domain = on-screen moobie :3 oops
https://youtu.be/K_wjbpiFjAE",[],[],['https://pbs.twimg.com/media/FgGoZrCX0AAoviP?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1585734692527276032,
1585149267874050048,milkcona,milcona,https://pbs.twimg.com/profile_images/1291077645094903808/NUPZtPyU_x96.jpg,20,3364,22941,True,https://twitter.com/milkcona/status/1585149267874050048,2022-10-26T06:00:10+00:00,#gawrt,['gawrt'],[],['https://pbs.twimg.com/media/Ff-QNiGaAAA0r5i?format=jpg&name=medium'],[],https://twitter.com/milkcona/status/1585149267874050048,
1585349621068419072,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,91,800,7517,False,,2022-10-26T19:16:18+00:00,"funny rhythm toot 
https://youtu.be/gb4UUa5Uwpk",[],[],['https://pbs.twimg.com/media/FgBJXfXWAAAJLxH?format=jpg&name=medium'],[],https://twitter.com/gawrgura/status/1585349621068419072,
1584604249627189250,gawrgura,Gawr Gura,https://pbs.twimg.com/profile_images/1539701674679291904/ZrBJqhoc_x96.jpg,189,776,11323,False,,2022-10-24T17:54:28+00:00,"HELLOO 
updateo; today will be a short members-only stream as I have lots of holostuff to get done today-- 
that being said, the rest of this week i got some fun stuff planned for you ",[],[],[],[],https://twitter.com/gawrgura/status/1584604249627189250,
1583463331704492033,Ropu_10,ℝ𝕠𝕡𝕦ꕤ*.ﾟ,https://pbs.twimg.com/profile_images/1639620419471945728/k5Tt_kO4_x96.jpg,27,2339,15714,True,https://twitter.com/Ropu_10/status/1583463331704492033,2022-10-21T14:20:52+00:00,#gawrt,['gawrt'],[],['https://pbs.twimg.com/media/FfmXf8jagAErwjN?format=jpg&name=large'],[],https://twitter.com/Ropu_10/status/1583463331704492033,
